name,iso_country,municipality,iata_code,,,,
Ottawa Macdonald-Cartier International Airport,CA,Ottawa,YOW,,,,
Yotvata Airfield,IL,Yotvata,YOT,,,,
Owen Sound / Billy Bishop Regional Airport,CA,Owen Sound,YOS,,,,
Rainbow Lake Airport,CA,Rainbow Lake,YOP,,,,
Toronto/Oshawa Executive Airport,CA,Oshawa,YOO,,,,
Yongphulla Airport,BT,Tashigang,YON,,,,
Yola Airport,NG,Yola,YOL,,,,
High Level Airport,CA,High Level,YOJ,,,,
Opinaca Aerodrome,CA,Ã‰lÃ©onore Mine,YOI,,,,
Oxford House Airport,CA,Oxford House,YOH,,,,
Ogoki Post Airport,CA,Ogoki Post,YOG,,,,
Donnelly Airport,CA,Donnelly,YOE,,,,
CFB Cold Lake,CA,Cold Lake,YOD,,,,
Old Crow Airport,CA,Old Crow,YOC,,,,
Ekati Airport,CA,Ekati,YOA,,,,
Yancheng Airport,CN,Yancheng,YNZ,,,,
Yangyang International Airport,KR,Gonghang-ro,YNY,,,,
Hukuntsi Airport,BW,Hukuntsi,HUK,,,,
Snap Lake Airport,CA,Snap Lake Mine,YNX,,,,
Duplicate --Yantai Penglai International Airport,CN,Yantai,YNT,,,,
Yantai Penglai International Airport,CN,Yantai,YNT,,,,
Nemiscau Airport,CA,Nemiscau,YNS,,,,
Natuashish Airport,CA,Natuashish,YNP,,,,
North Spirit Lake Airport,CA,North Spirit Lake,YNO,,,,
Matagami Airport,CA,Matagami,YNM,,,,
Points North Landing Airport,CA,Points North Landing,YNL,,,,
Yanji Chaoyangchuan Airport,CN,Yanji,YNJ,,,,
Hudsons Hope Airport,CA,Hudson's Hope,YNH,,,,
Youngstown Warren Regional Airport,US,Youngstown/Warren,YNG,,,,
Nelly Bay Heliport,AU,Nelly Bay,YNEY,,,,
Nelly Bay Heliport,AU,Nelly Bay,YNEY,,,,
Independence Airport,BZ,Independence,INB,,,,
Melinda Airport,BZ,Melinda,MDB,,,,
Norway House Airport,CA,Norway House,YNE,,,,
Ottawa / Gatineau Airport,CA,Gatineau,YND,,,,
Wemindji Airport,CA,Wemindji,YNC,,,,
Prince Abdulmohsin Bin Abdulaziz Airport,SA,Yanbu,YNB,,,,
Natashquan Airport,CA,Natashquan,YNA,,,,
Montreal International (Mirabel) Airport,CA,MontrÃ©al,YMX,,,,
Maniwaki Airport,CA,Maniwaki,YMW,,,,
Mary River Aerodrome,CA,,YMV,,,,
Mansons Landing Seaplane Base,CA,,YMU,,,,
Chapais Airport,CA,Chibougamau,YMT,,,,
Moises Benzaquen Rengifo Airport,PE,Yurimaguas,YMS,,,,
RAAF Williams,OC,AU-VIC,YMPC,,,,
Port Mcneill Airport,CA,Port Mcneill,YMP,,,,
Moosonee Airport,CA,Moosonee,YMO,,,,
Makkovik Airport,CA,Makkovik,YMN,,,,
Fort McMurray Airport,CA,Fort McMurray,YMM,,,,
Charlevoix Airport,CA,Charlevoix,YML,,,,
Mys Kamenny Airport,RU,Mys Kamennyi,YMK,,,,
Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,Moose Jaw,YMJ,,,,
Mary's Harbour Airport,CA,Mary's Harbour,YMH,,,,
Manitouwadge Airport,CA,Manitouwadge,YMG,,,,
Matane Airport,CA,Matane,YME,,,,
Mould Bay Airport,CA,Prince Patrick Is.,YMD,,,,
Merritt Airport,CA,Merritt,YMB,,,,
Mayo Airport,CA,Mayo,YMA,,,,
Langley Airport,CA,Langley,YLY,,,,
Kelowna International Airport,CA,Kelowna,YLW,,,,
RAAF Williams,OC,AU-VIC,YLVT,,,,
Yevlakh Airport,AZ,Yevlakh,YLV,,,,
Alert Airport,CA,Alert,YLT,,,,
Lebel-sur-Quevillon Airport,CA,Lebel-sur-QuÃ©villon,YLS,,,,
Leaf Rapids Airport,CA,Leaf Rapids,YLR,,,,
La Tuque Airport,CA,La Tuque,YLQ,,,,
Mingan Airport,CA,Mingan,YLP,,,,
Clinton Creek Airport,CA,Clinton Creek Mine,YLM,,,,
Lloydminster Airport,CA,Lloydminster,YLL,,,,
Barrie-Orillia (Lake Simcoe Regional Airport),CA,Barrie-Orillia,YLK,,,,
Meadow Lake Airport,CA,Meadow Lake,YLJ,,,,
Ylivieska Airfield,FI,,YLI,,,,
Lansdowne House Airport,CA,Lansdowne House,YLH,,,,
Yalgoo Airport,AU,Yalgoo,YLG,,,,
WhatÃ¬ Airport,CA,WhatÃ¬,YLE,,,,
Chapleau Airport,CA,Chapleau,YLD,,,,
Kimmirut Airport,CA,Kimmirut,YLC,,,,
Lac La Biche Airport,CA,Lac La Biche,YLB,,,,
Fort MacKay/Albian Aerodrome,CA,Albian Village,JHL,,,,
Buttonville Municipal Airport,CA,Toronto,YKZ,,,,
Kindersley Airport,CA,Kindersley,YKY,,,,
Kirkland Lake Airport,CA,Kirkland Lake,YKX,,,,
Chisasibi Airport,CA,Chisasibi,YKU,,,,
Klemtu Water Aerodrome,CA,Klemtu,YKT,,,,
Yakutsk Airport,RU,Yakutsk,YKS,,,,
Waskaganish Airport,CA,Waskaganish,YKQ,,,,
Hakkari YÃ¼ksekova Airport,TR,Hakkari,YKO,,,,
Chan Gurney Municipal Airport,US,Yankton,YKN,,,,
Yakima Air Terminal McAllister Field,US,Yakima,YKM,,,,
Schefferville Airport,CA,Schefferville,YKL,,,,
Kitkatla Seaplane Base,CA,Kitkatla,YKK,,,,
Key Lake Airport,CA,Key Lake,YKJ,,,,
Yingkou Lanqi Airport,CN,Yingkou,YKH,,,,
Kangirsuk Airport,CA,Kangirsuk,YKG,,,,
Waterloo Airport,CA,Kitchener,YKF,,,,
Knee Lake Airport,CA,Knee Lake,YKE,,,,
Kincardine Municipal Airport,CA,Kincardine,YKD,,,,
Collins Bay Airport,CA,Collins Bay,YKC,,,,
Kamloops Airport,CA,Kamloops,YKA,,,,
Stephenville Airport,CA,Stephenville,YJT,,,,
SamjiyÅ,KP,SamjiyÅ,YJS,,,,
Hinton/Jasper-Hinton Airport,CA,Hinton,YJP,,,,
St Jean Airport,CA,St Jean,YJN,,,,
Fort Liard Airport,CA,Fort Liard,YJF,,,,
Jasper Airport,CA,Jasper,YJA,,,,
Yiwu Airport,CN,Yiwu,YIW,,,,
Island Lake Airport,CA,Island Lake,YIV,,,,
Willow Run Airport,US,Detroit,YIP,,,,
Pond Inlet Airport,CA,Pond Inlet,YIO,,,,
Doris Lake,CA,Hope Bay,JOJ,,,,
Yining Airport,CN,Yining,YIN,,,,
Ivujivik Airport,CA,Ivujivik,YIK,,,,
Yichang Sanxia Airport,CN,Yichang,YIH,,,,
Big Bay Seaplane Base,CA,Stuart Island,YIG,,,,
St Augustin Airport,CA,St-Augustin,YIF,,,,
Arxan Yi'ershi Airport,CN,Arxan,YIE,,,,
Yichun Mingyueshan Airport,CN,Yichun,YIC,,,,
Atikokan Municipal Airport,CA,Atikokan,YIB,,,,
Taltheilei Narrows Airport,CA,Taltheilei Narrows,GSL,,,,
Yogyakarta International Airport,ID,Yogyakarta,YIA,,,,
Halifax / Stanfield International Airport,CA,Halifax,YHZ,,,,
Hay River / Merlyn Carter Airport,CA,Hay River,YHY,,,,
MontrÃ©al / Saint-Hubert Airport,CA,MontrÃ©al,YHU,,,,
Haines Junction Airport,CA,Haines Junction,YHT,,,,
Sechelt-Gibsons Airport,CA,Sechelt,YHS,,,,
Chevery Airport,CA,Chevery,YHR,,,,
Poplar Hill Airport,CA,Poplar Hill,YHP,,,,
Hopedale Airport,CA,Hopedale,YHO,,,,
Hornepayne Municipal Airport,CA,Hornepayne,YHN,,,,
Gahcho Kue,CA,,GHK,,,,
John C. Munro Hamilton International Airport,CA,Hamilton,YHM,,,,
Gjoa Haven Airport,CA,Gjoa Haven,YHK,,,,
Ulukhaktok Holman Airport,CA,Ulukhaktok,YHI,,,,
Laurie River Airport,CA,Laurie River,LRQ,,,,
Campbell River Seaplane Base,CA,Campbell River,YHH,,,,
Hearst RenÃ© Fontaine Municipal Airport,CA,Hearst,YHF,,,,
Hope Airport,CA,Hope,YHE,,,,
Dryden Regional Airport,CA,Dryden,YHD,,,,
Hudson Bay Airport,CA,Hudson Bay,YHB,,,,
Port Hope Simpson Airport,CA,Port Hope Simpson,YHA,,,,
Grise Fiord Airport,CA,Grise Fiord,YGZ,,,,
Deception Airport,CA,,YGY,,,,
Gillam Airport,CA,Gillam,YGX,,,,
Kuujjuarapik Airport,CA,Kuujjuarapik,YGW,,,,
Havre St Pierre Airport,CA,Havre St-Pierre,YGV,,,,
Igloolik Airport,CA,Igloolik,YGT,,,,
ÃŽles-de-la-Madeleine Airport,CA,ÃŽles-de-la-Madeleine,YGR,,,,
Geraldton Greenstone Regional Airport,CA,Geraldton,YGQ,,,,
GaspÃ© (Michel-Pouliot) Airport,CA,GaspÃ©,YGP,,,,
Gods Lake Narrows Airport,CA,Gods Lake Narrows,YGO,,,,
Greenway Sound Seaplane Base,CA,Broughton Island,YGN,,,,
Gimli Industrial Park Airport,CA,Gimli,YGM,,,,
La Grande RiviÃ¨re Airport,CA,La Grande RiviÃ¨re,YGL,,,,
Kingston Norman Rogers Airport,CA,Kingston,YGK,,,,
Yonago Kitaro Airport / JASDF Miho Air Base,JP,Yonago,YGJ,,,,
Yinchuan Hedong International Airport,CN,Yinchuan,INC,,,,
Fort Good Hope Airport,CA,Fort Good Hope,YGH,,,,
Ganges Seaplane Base,CA,Salt Spring Island,YGG,,,,
Gorge Harbour Seaplane Base,CA,Gorge Harbour,YGE,,,,
Grande Cache Airport,CA,Grande Cache,YGC,,,,
Dazu Air Base,CN,Dazu,DZU,,,,
Lintsang Airfield,CN,Lincang,LNJ,,,,
Texada Gillies Bay Airport,CA,Texada,YGB,,,,
Lac Gagnon Seaplane Base,CA,Duhamel,YGA,,,,
St. Lewis (Fox Harbour) Airport,CA,St. Lewis,YFX,,,,
Foshan Shadi Airport,CN,Foshan,FUO,,,,
Fort Simpson Airport,CA,Fort Simpson,YFS,,,,
Fort Resolution Airport,CA,Fort Resolution,YFR,,,,
Huizhou Airport,CN,Huizhou,HUZ,,,,
Shaoguan Guitou Airport,CN,Shaoguan,HSC,,,,
Jinggangshan Airport,CN,Ji'an,JGS,,,,
Flin Flon Airport,CA,Flin Flon,YFO,,,,
Fort Reliance Seaplane Base,CA,Fort Reliance,YFL,,,,
WekweÃ¨tÃ¬ Airport,CA,WekweÃ¨tÃ¬,YFJ,,,,
Fort Mackay / Firebag,CA,Suncor Energy Site,YFI,,,,
Fort Hope Airport,CA,Fort Hope,YFH,,,,
Fontanges Airport,CA,Fontanges,YFG,,,,
Forestville Airport,CA,Forestville,YFE,,,,
Fredericton Airport,CA,Fredericton,YFC,,,,
Iqaluit Airport,CA,Iqaluit,YFB,,,,
Fort Albany Airport,CA,Fort Albany,YFA,,,,
Amos/Magny Airport,CA,Amos,YEY,,,,
Inuvik Mike Zubko Airport,CA,Inuvik,YEV,,,,
Eureka Airport,CA,Eureka,YEU,,,,
Edson Airport,CA,Edson,YET,,,,
Kingfisher Lake Airport,CA,Kingfisher Lake,KIF,,,,
Yasouj Airport,IR,Yasouj,YES,,,,
Fort Severn Airport,CA,Fort Severn,YER,,,,
Yenkis(Yankisa) Airport,PG,,YEQ,,,,
RNAS Yeovilton,GB,Yeovil,YEO,,,,
La Chorrera Airport,CO,La Chorrera,LCR,,,,
Estevan Airport,CA,Estevan,YEN,,,,
Manitoulin East Municipal Airport,CA,Manitowaning,YEM,,,,
Elliot Lake Municipal Airport,CA,Elliot Lake,YEL,,,,
Arviat Airport,CA,Arviat,YEK,,,,
Bursa YeniÅŸehir Airport,TR,Bursa,YEI,,,,
Asaloyeh Airport,IR,Asaloyeh,YEH,,,,
Keewaywin Airport,CA,Keewaywin,KEW,,,,
Yinchuan/Xincheng Air Base,CN,Yinchuan,YEH,,,,
Edmonton International Airport,CA,Edmonton,YEG,,,,
Yecheon Airbase,KR,Yecheon-ri,YEC,,,,
Bar River Airport,CA,Bar River,YEB,,,,
North of Sixty Airport,CA,Obre Lake,YDW,,,,
Rentschler Heliport,US,East Hartford,EHT,,,,
Bloodvein River Airport,CA,Bloodvein River,YDV,,,,
Kasba Lake Airport,CA,Kasba Lake,YDU,,,,
Boundary Bay Airport,CA,Vancouver,YDT,,,,
Dawson Creek Airport,CA,Dawson Creek,YDQ,,,,
Nain Airport,CA,Nain,YDP,,,,
Dolbeau St Felicien Airport,CA,Dolbeau-St-FÃ©licien,YDO,,,,
Dauphin Barker Airport,CA,Dauphin,YDN,,,,
Dease Lake Airport,CA,Dease Lake,YDL,,,,
Hatchet Lake Airport,CA,Hatchet Lake,YDJ,,,,
Digby / Annapolis Regional Airport,CA,Digby,YDG,,,,
Deer Lake Airport,CA,Deer Lake,YDF,,,,
Hollister Municipal Airport,US,Hollister,HLI,,,,
Paradise River Airport,CA,,YDE,,,,
Drayton Valley Industrial Airport,CA,Drayton Valley,YDC,,,,
Burwash Airport,CA,Burwash,YDB,,,,
Lefkoniko Airport,CY,GeÃ§itkale,GEC,,,,
Dawson City Airport,CA,Dawson City,YDA,,,,
Fairmont Hot Springs Airport,CA,Fairmont Hot Springs,YCZ,,,,
Clyde River Airport,CA,Clyde River,YCY,,,,
Chilliwack Airport,CA,Chilliwack,YCW,,,,
Cartierville Airport,CA,Montreal,YCV,,,,
Yuncheng Guangong Airport,CN,Yuncheng,YCU,,,,
Coronation Airport,CA,Coronation,YCT,,,,
Chesterfield Inlet Airport,CA,Chesterfield Inlet,YCS,,,,
Cross Lake (Charlie Sinclair Memorial) Airport,CA,Cross Lake,YCR,,,,
Chetwynd Airport,CA,Chetwynd,YCQ,,,,
Kugluktuk Airport,CA,Kugluktuk,YCO,,,,
Cochrane Airport,CA,Cochrane,YCN,,,,
Niagara District Airport,CA,St Catharines,YCM,,,,
Charlo Airport,CA,Charlo,YCL,,,,
Tommy Kochon Airport,CA,Colville Lake,YCK,,,,
Miramichi Airport,CA,Miramichi,YCH,,,,
Castlegar/West Kootenay Regional Airport,CA,Castlegar,YCG,,,,
Cortes Bay Water Aerodrome,CA,Cortes Bay,YCF,,,,
Centralia / James T. Field Memorial Aerodrome,CA,Centralia,YCE,,,,
Nanaimo Airport,CA,Nanaimo,YCD,,,,
Cornwall Regional Airport,CA,Cornwall,YCC,,,,
Cambridge Bay Airport,CA,Cambridge Bay,YCB,,,,
Courtenay Airpark,CA,Courtenay,YCA,,,,
Bonnyville Airport,CA,Bonnyville,YBY,,,,
Lourdes de Blanc Sablon Airport,CA,Lourdes-De-Blanc-Sablon,YBX,,,,
Bedwell Harbour Seaplane Base,CA,Bedwell Harbour,YBW,,,,
Berens River Airport,CA,Berens River,YBV,,,,
Brochet Airport,CA,Brochet,YBT,,,,
Opapimiskan Lake Airport,CA,Opapimiskan Lake,YBS,,,,
Brandon Municipal Airport,CA,Brandon,YBR,,,,
Telegraph Harbour Seaplane Base,CA,Thetis Island,YBQ,,,,
Yibin Caiba Airport,CN,Yibin,YBP,,,,
Bob Quinn Lake Airport,CA,Bob Quinn Lake,YBO,,,,
Bronson Creek Airport,CA,Bronson Creek,YBM,,,,
Campbell River Airport,CA,Campbell River,YBL,,,,
Baker Lake Airport,CA,Baker Lake,YBK,,,,
Baie-Johan-Beetz Water Aerodrome,CA,Baie-Johan-Beetz,YBJ,,,,
Black Tickle Airport,CA,Black Tickle,YBI,,,,
Bull Harbour Water Aerodrome,CA,Bull Harbour,YBH,,,,
CFB Bagotville,CA,Bagotville,YBG,,,,
Bamfield Seaplane Base,CA,Bamfield,YBF,,,,
Uranium City Airport,CA,Uranium City,YBE,,,,
Baie Comeau Airport,CA,Baie-Comeau,YBC,,,,
Kugaaruk Airport,CA,Kugaaruk,YBB,,,,
Banff Airport,CA,Banff,YBA,,,,
Tofino / Long Beach Airport,CA,Tofino,YAZ,,,,
St. Anthony Airport,CA,St. Anthony,YAY,,,,
Wapekeka Airport,CA,Angling Lake,YAX,,,,
Mayne Island Seaplane Base,CA,Miners Bay,YAV,,,,
Donaldson Airport,CA,Kattiniq,YAU,,,,
Attawapiskat Airport,CA,Attawapiskat,YAT,,,,
Yasawa Island Airport,FJ,Yasawa Island,YAS,,,,
La Grande-3 Airport,CA,La Grande-3,YAR,,,,
Maple Bay Seaplane Base,CA,Maple Bay,YAQ,,,,
Yap International Airport,FM,Yap Island,YAP,,,,
YaoundÃ© Airport,CM,YaoundÃ©,YAO,,,,
Yangambi Airport,CD,Yangambi,YAN,,,,
Sault Ste Marie Airport,CA,Sault Ste Marie,YAM,,,,
Alert Bay Airport,CA,Alert Bay,YAL,,,,
Yakutat Airport,US,Yakutat,YAK,,,,
Lyall Harbour Seaplane Base,CA,Saturna Island,YAJ,,,,
Gral. Bernardo OÂ´Higgins Airport,CL,Chillan,YAI,,,,
La Grande-4 Airport,CA,La Grande-4,YAH,,,,
Fort Frances Municipal Airport,CA,Fort Frances,YAG,,,,
Moose Lake Airport,CA,,YAD,,,,
Cat Lake Airport,CA,Cat Lake,YAC,,,,
Arctic Bay Airport,CA,Arctic Bay,YAB,,,,
Anahim Lake Airport,CA,Anahim Lake,YAA,,,,
Macau Heliport at Outer Harbour Ferry Terminal,MO,Macau,XZM,,,,
ZabrÃ© Airport,BF,ZabrÃ©,XZA,,,,
Edwaki Airport,PG,Yellow River Mission,XYR,,,,
Ye Airport,MM,Ye,XYE,,,,
Yandina Airport,SB,Yandina,XYA,,,,
Riyadh Air Base,SA,Riyadh,XXN,,,,
Williston Basin International Airport,US,Williston,XWA,,,,
Valenciennes-Denain Airport,FR,Valenciennes/Denain,XVS,,,,
Vinh Long Airfield,VN,Vinh Long,XVL,,,,
Xuzhou Guanyin Airport,CN,Xuzhou,XUZ,,,,
Tara Airport,AU,,XTR,,,,
Taroom Airport,AU,,XTO,,,,
Tadoule Lake Airport,CA,Tadoule Lake,XTL,,,,
Thargomindah Airport,AU,,XTG,,,,
Seletar Airport,SG,Seletar,XSP,,,,
Siocon Airport,PH,,XSO,,,,
South Indian Lake Airport,CA,South Indian Lake,XSI,,,,
Sebba Airport,BF,Sebba,XSE,,,,
Tonopah Test Range Airport,US,Tonopah,XSD,,,,
South Caicos Airport,TC,,XSC,,,,
Sir Bani Yas Airport,AE,,XSB,,,,
Jerez Airport,ES,Jerez de la Forntera,XRY,,,,
Ross River Airport,CA,Ross River,XRR,,,,
Xinbarag Youqi Baogede Airport,CN,New Barag Right Banner,XRQ,,,,
RAAF Base Richmond,AU,Richmond,XRH,,,,
Qualicum Beach Airport,CA,Qualicum Beach,XQU,,,,
Quepos Managua Airport,CR,Quepos,XQP,,,,
Pine Ridge Airport,US,Pine Ridge,XPR,,,,
Poplar River Airport,CA,Poplar River,XPP,,,,
Coronel Enrique Soto Cano Air Base,HN,Comayagua,XPL,,,,
Pukatawagan Airport,CA,Pukatawagan,XPK,,,,
Pama Airport,BF,Pama,XPA,,,,
Orange-Caritat (BA 115) Air Base,FR,Orange/Caritat,XOG,,,,
Nouna Airport,BF,Nouna,XNU,,,,
Xingtai Dalian Airport,CN,Xingtai,XNT,,,,
Xining Caojiabu Airport,CN,Xining,XNN,,,,
Ali Air Base,IQ,Nasiriyah,XNH,,,,
Quáº£ng NgÃ£i Airfield,VN,Quáº£ng NgÃ£i,XNG,,,,
Northwest Arkansas Regional Airport,US,Fayetteville/Springdale/Rogers,XNA,,,,
Yam Island Airport,AU,Yam Island,XMY,,,,
Coronel E Carvajal Airport,EC,Macas,XMS,,,,
Macmillan Pass Airport,CA,Macmillan Pass,XMP,,,,
Xiamen Gaoqi International Airport,CN,Xiamen,XMN,,,,
Minlaton Airport,AU,,XML,,,,
Masasi Airport,TZ,Masasi,XMI,,,,
Manihi Airport,PF,,XMH,,,,
Mahendranagar Airport,NP,Mahendranagar,XMG,,,,
Maubeuge-Ã‰lesmes Airport,FR,Maubeuge/Ã‰lesmes,XME,,,,
Madison Municipal Airport,US,Madison,XMD,,,,
Mallacoota Airport,AU,,XMC,,,,
Aklavik/Freddie Carmichael Airport,CA,Aklavik,LAK,,,,
Maramag Airport,PH,Maramag,XMA,,,,
Lemwerder Airport,DE,Lemwerder,XLW,,,,
Leo Airport,BF,Leo,XLU,,,,
Saint Louis Airport,SN,Saint Louis,XLS,,,,
Long XuyÃªn Airport,VN,Long XuyÃªn,XLO,,,,
Lac Brochet Airport,CA,Lac Brochet,XLB,,,,
Kaya Airport,BF,Kaya,XKY,,,,
Kasabonika Airport,CA,Kasabonika,XKS,,,,
Xieng Khouang Airport,LA,Xieng Khouang,XKH,,,,
Kantchari Airport,BF,Kantchari,XKA,,,,
Mangla Airport,PK,Mangla,XJM,,,,
Al Udeid Air Base,QA,Ar Rayyan,XJD,,,,
Xi'an Xianyang International Airport,CN,Xi'an,XIY,,,,
Ilimanaq Heliport,GL,Ilimanaq,XIQ,,,,
Xingning Airport,CN,Xingning,XIN,,,,
Xilinhot Airport,CN,Xilinhot,XIL,,,,
Ahmed Al Jaber Air Base,KW,Ahmed Al Jaber AB,XIJ,,,,
Xinguara Municipal Airport,BR,Xinguara,XIG,,,,
Xienglom Airport,LA,Xienglom,XIE,,,,
Xichang Qingshan Airport,CN,Xichang,XIC,,,,
Kangiqsualujjuaq (Georges River) Airport,CA,Kangiqsualujjuaq,XGR,,,,
Xangongo Airport,AO,Xangongo,XGN,,,,
Gorom-Gorom Airport,BF,Gorom-Gorom,XGG,,,,
Gaoua Airport,BF,Gaoua,XGA,,,,
Hamburg-Finkenwerder Airport,DE,Hamburg,XFW,,,,
Xiangyang Liuji Airport,CN,Xiangfan,XFN,,,,
Grand Geneva Resort Airport,US,Lake Geneva,XES,,,,
Xingcheng Air Base,CN,,XEN,,,,
Djibo Airport,BF,Djibo,XDJ,,,,
Diebougou Airport,BF,Diebougou,XDE,,,,
Dax Seyresse Airport,FR,Perigueux,XDA,,,,
Charleville-MÃ©ziÃ¨res Airport,FR,Charleville-MÃ©ziÃ¨res,XCZ,,,,
ChÃ¢lons-Vatry Airport,FR,Vatry,XCR,,,,
Colac Airport,AU,Colac,XCO,,,,
Chatham Kent Airport,CA,Chatham-Kent,XCM,,,,
Cluff Lake Airport,CA,Cluff Lake,XCL,,,,
Christmas Island Airport,CX,Christmas Island,XCH,,,,
Brockville - Thousand Islands Regional Tackaberry Airport,CA,Brockville,XBR,,,,
Boulsa Airport,BF,Boulsa,XBO,,,,
Biniguni Airport,PG,Biniguni,XBN,,,,
Birjand Airport,IR,Birjand,XBJ,,,,
Bogande Airport,BF,Bogande,XBG,,,,
Bearskin Lake Airport,CA,Bearskin Lake,XBE,,,,
Blubber Bay Seaplane Base,CA,Blubber Bay,XBB,,,,
SaÃºl Airport,GF,SaÃºl,XAU,,,,
Fort Mackay / Horizon Airport,CA,Fort Mackay,HZP,,,,
Aribinda Airport,BF,Aribinda,XAR,,,,
Serafin Enoss Bertaso Airport,BR,ChapecÃ³,XAP,,,,
Ã,MX,Ã,XAL,,,,
Xinyang Minggang Airport,CN,Xinyang,XAI,,,,
Urad Middle Banner,CN,Urad Middle Banner,WZQ,,,,
Yellowstone Airport,US,West Yellowstone,WYS,,,,
Wyndham Airport,AU,,WYN,,,,
Yengema Airport,SL,Yengema,WYE,,,,
Yes Bay Lodge Seaplane Base,US,Yes Bay,WYB,,,,
Whyalla Airport,AU,Whyalla,WYA,,,,
Wanxian Airport,CN,Wanxian,WXN,,,,
West Wyalong Airport,AU,West Wyalong,WWY,,,,
Newtok Airport,US,Newtok,WWT,,,,
West Woodward Airport,US,Woodward,WWR,,,,
Whale Pass Seaplane Float Harbor Facility,US,Whale Pass,WWP,,,,
Wewak International Airport,PG,Wewak,WWK,,,,
Woodie Woodie Airport,AU,Woodie Woodie,WWI,,,,
Cape May County Airport,US,Wildwood,WWD,,,,
Wasilla Airport,US,Wasilla,WWA,,,,
Wilhelmshaven-Mariensiel Airport,DE,Wilhelmshaven,WVN,,,,
Waterville Robert Lafleur Airport,US,Waterville,WVL,,,,
Manakara Airport,MG,,WVK,,,,
Watsonville Municipal Airport,US,Watsonville,WVI,,,,
Walvis Bay Airport,NA,Walvis Bay,WVB,,,,
City Hospital,NA,US-WV,WV48,,,,
Wuzhou Changzhoudao Airport,CN,Wuzhou,WUZ,,,,
Sunan Shuofang International Airport,CN,Wuxi,WUX,,,,
Wuvulu Island Airport,PG,Wuvulu Island,WUV,,,,
Wau Airport,SS,Wau,WUU,,,,
Xinzhou Wutaishan Airport,CN,Xinzhou,WUT,,,,
Nanping Wuyishan Airport,CN,Wuyishan,WUS,,,,
Wiluna Airport,AU,,WUN,,,,
Wasum Airport,PG,Wasum,WUM,,,,
Murrin Murrin Airport,AU,Murrin Murrin,WUI,,,,
Wuhan Tianhe International Airport,CN,Wuhan,WUH,,,,
Wau Airport,PG,Wau,WUG,,,,
Wudinna Airport,AU,,WUD,,,,
Wuhai Airport,CN,Wuhai,WUA,,,,
Whitianga Airport,NZ,,WTZ,,,,
Wantoat Airport,PG,Wantoat,WTT,,,,
Tsiroanomandidy Airport,MG,Tsiroanomandidy,WTS,,,,
Whiteriver Airport,US,Whiteriver,WTR,,,,
Woitape Airport,PG,Fatima Mission,WTP,,,,
Wotho Island Airport,MH,Wotho Island,WTO,,,,
RAF Waddington,GB,Waddington,WTN,,,,
Tuntutuliak Airport,US,Tuntutuliak,WTL,,,,
Noatak Airport,US,Noatak,WTK,,,,
Wotje Atoll Airport,MH,Wotje Atoll,WTE,,,,
West End Airport,BS,West End,WTD,,,,
Toowoomba Wellcamp Airport,AU,Toowoomba,WTB,,,,
Tambohorano Airport,MG,Tambohorano,WTA,,,,
Westport Airport,NZ,,WSZ,,,,
Whitsunday Island Airport,AU,,WSY,,,,
Westsound/Wsx Seaplane Base,US,Westsound,WSX,,,,
Wasu Airport,PG,Wasu,WSU,,,,
Westerly State Airport,US,Westerly,WST,,,,
Wasior Airport,ID,Wasior-Papua Island,WSR,,,,
Waspam Airport,NI,Waspam,WSP,,,,
Washabo Airport,SR,Washabo,WSO,,,,
South Naknek Nr 2 Airport,US,South Naknek,WSN,,,,
Wiseman Airport,US,Wiseman,WSM,,,,
Brookhaven Airport,US,Shirley,WSH,,,,
Washington County Airport,US,Washington,WSG,,,,
Condron Army Air Field,US,White Sands,WSD,,,,
Steamboat Bay Seaplane Base,US,Steamboat Bay,WSB,,,,
Wasua Airport,PG,Wasua,WSA,,,,
SSM Health,NA,US-WI,WS52,,,,
Weerawila Airport,LK,Weerawila,WRZ,,,,
Westray Airport,GB,Westray,WRY,,,,
Warrawagine Airport,AU,,WRW,,,,
Warton Aerodrome,GB,Warton,WRT,,,,
Copernicus WrocÅ‚aw Airport,PL,WrocÅ‚aw,WRO,,,,
Windarling Airport,AU,Windarling Mine,WRN,,,,
Worland Municipal Airport,US,Worland,WRL,,,,
Mc Guire Air Force Base,US,Wrightstown,WRI,,,,
Wrangell Airport,US,Wrangell,WRG,,,,
Whangarei Airport,NZ,,WRE,,,,
Robins Air Force Base,US,Warner Robins,WRB,,,,
Warder Airport,ET,Warder,WRA,,,,
Guardiamarina ZaÃ±artu Airport,CL,Puerto Williams,WPU,,,,
Capitan Fuentes Martinez Airport Airport,CL,Porvenir,WPR,,,,
North Fork Valley Airport,US,Paonia,WPO,,,,
Wipim Airport,PG,Wipim,WPM,,,,
Powell Lake Seaplane Base,CA,,WPL,,,,
Wrotham Park Airport,AU,,WPK,,,,
Pincher Creek Airport,CA,Pincher Creek,WPC,,,,
Port BergÃ© Airport,MG,Port BergÃ©,WPB,,,,
Cabo 1Â° Juan RomÃ¡n Airport,CL,Puerto Aysen,WPA,,,,
Willow Airport,US,Willow,WOW,,,,
Wang-an Airport,TW,Wang-an,WOT,,,,
Wonsan Kalma International Airport,KP,Wonsan,WOS,,,,
Wondoola Airport,AU,Wondoola,WON,,,,
